token_354	token_type	mfa_phones	count	mean_frames	std_frames	p01	p5	p50	p95	p99	min	max	suggested_floor	suggested_cap
ㄨㄤˋ	rhyme_tone	w a˥˩ ŋ	381	12.81	3.65	6.2	7.5	12.5	19.4	21.2	5.6	23.1	6.2	31.9
ㄨㄤ˙	rhyme_tone	w a˥˩ ŋ	3	15.62	1.35	13.8	14.0	16.2	16.8	16.9	13.7	16.9		
ㄨㄥˇ	rhyme_tone	u˥ ŋ	371	8.69	2.98	5.0	5.6	8.1	15.6	18.9	3.8	21.3	5.0	28.4
ㄨㄥˉ	rhyme_tone	u˥ ŋ	1273	9.18	2.96	4.4	5.0	8.7	15.0	16.9	3.7	19.4	4.4	25.3
ㄨㄥˊ	rhyme_tone	u˥ ŋ	980	8.51	3.20	4.4	5.0	7.5	16.3	18.8	3.7	21.3	4.4	28.1
ㄨㄥˋ	rhyme_tone	u˥ ŋ	635	9.30	3.32	5.0	5.6	8.1	15.8	17.3	4.4	21.3	5.0	25.9
ㄨㄥ˙	rhyme_tone	u˥ ŋ	11	9.38	2.29	6.9	6.9	9.4	12.8	13.1	6.9	13.1		
ㄩˇ	rhyme_tone	y˧˥	605	8.05	5.04	1.9	3.1	6.3	20.6	23.1	1.9	28.8	1.9	34.7
ㄩˉ	rhyme_tone	y˧˥	210	5.27	3.60	1.9	1.9	4.4	14.4	15.6	1.9	16.2	1.9	23.4
ㄩˊ	rhyme_tone	y˧˥	761	8.89	4.16	1.9	3.1	8.7	16.9	22.1	1.9	24.4	1.9	33.2
ㄩˋ	rhyme_tone	y˧˥	1258	7.16	4.20	1.9	2.5	6.2	13.8	17.8	1.9	27.5	1.9	26.7
ㄩ˙	rhyme_tone	y˧˥	28	9.40	3.77	3.1	3.1	11.2	13.8	14.2	3.1	14.4	3.1	21.3
ㄩㄝˇ	rhyme_tone	ɥ e˥˩	83	8.19	4.10	3.6	4.4	6.9	16.8	18.9	3.1	19.4	3.6	28.3
ㄩㄝˉ	rhyme_tone	ɥ e˥˩	105	10.13	3.82	3.2	4.4	10.0	16.7	20.0	2.5	20.0	3.2	30.0
ㄩㄝˊ	rhyme_tone	ɥ e˥˩	407	7.90	3.37	3.8	4.4	6.9	16.2	18.1	1.9	19.4	3.8	27.1
ㄩㄝˋ	rhyme_tone	ɥ e˥˩	718	10.04	3.95	2.5	3.7	10.0	17.5	20.0	1.9	23.1	2.5	30.0
ㄩㄢˇ	rhyme_tone	ɥ e˧˥ n	195	13.38	4.96	5.6	6.9	12.5	23.1	27.5	5.0	28.8	5.6	41.3
ㄩㄢˉ	rhyme_tone	ɥ e˧˥ n	60	11.25	4.21	4.7	5.6	10.6	19.4	20.3	4.4	20.6	4.7	30.4
ㄩㄢˊ	rhyme_tone	ɥ e˧˥ n	640	13.69	4.90	5.6	6.9	13.1	23.1	25.6	5.0	28.1	5.6	38.4
ㄩㄢˋ	rhyme_tone	ɥ e˧˥ n	183	13.84	3.75	6.8	8.1	13.7	20.6	23.1	3.7	23.1	6.8	34.7
ㄩㄢ˙	rhyme_tone	ɥ e˧˥ n	5	14.25	2.94	11.9	12.0	13.1	18.8	19.8	11.9	20.0		
ㄩㄣˇ	rhyme_tone	y˧˥ n	3	12.92	5.60	7.6	7.8	10.6	19.6	20.4	7.5	20.6		
ㄩㄣˉ	rhyme_tone	y˧˥ n	85	10.78	3.99	4.8	6.2	9.4	18.6	21.4	3.8	21.9	4.8	32.0
ㄩㄣˊ	rhyme_tone	y˧˥ n	232	12.20	4.78	4.4	5.6	11.9	21.8	25.0	4.4	27.5	4.4	37.5
ㄩㄣˋ	rhyme_tone	y˧˥ n	167	11.66	4.63	5.4	6.2	10.6	20.6	24.0	5.0	28.1	5.4	35.9
ㄩㄥˇ	rhyme_tone	j u˥˩ ŋ	76	13.55	3.20	9.4	10.0	13.1	21.6	24.7	9.4	25.6	9.4	37.0
ㄩㄥˉ	rhyme_tone	j u˥˩ ŋ	44	11.80	2.68	7.5	8.1	11.3	15.6	20.9	7.5	22.5	7.5	31.3
ㄩㄥˊ	rhyme_tone	j u˥˩ ŋ	67	12.96	3.46	7.7	9.4	12.5	21.1	22.7	6.9	23.1	7.7	34.1
ㄩㄥˋ	rhyme_tone	j u˥˩ ŋ	463	11.74	3.09	7.5	8.1	10.6	19.4	21.3	6.9	24.4	7.5	31.9
ㄩㄥ˙	rhyme_tone	j u˥˩ ŋ	1	12.50	0.00	12.5	12.5	12.5	12.5	12.5	12.5	12.5		
